cad_id,responding_units,priority,dispatch_precinct,Dispatch_Longitude,dispatch_latitude,CAD_Event_Original_Time_Queued,first_dispatch_delay,first_response_time,min_dispatch_delay,dispatch_neighborhood
2024000001393,2,2,NORTH,-122.31264808,47.71850811,"2024-01-02 13:18:43",179,386,179,LAKECITY
2024000001394,1,3,WEST,-122.32701728,47.59835485,"2024-01-02 13:19:32",4648,4653,4648,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001395,2,1,WEST,-122.33173538,47.60312654,"2024-01-02 13:21:16",105,478,105,"DOWNTOWN COMMERCIAL"
2024000001397,2,2,SOUTH,-122.25590541,47.50820035,"2024-01-02 13:23:35",111,325,111,"RAINIER VIEW"
2024000001403,4,2,NORTH,-122.34353302,47.65473675,"2024-01-02 13:26:43",4187,15534,4187,FREMONT
2024000001407,1,3,SOUTHWEST,-122.34309478,47.53195321,"2024-01-02 13:29:41",4904,5803,4904,"HIGHLAND PARK"
2024000001408,1,2,SOUTHWEST,-122.38658356,47.58025275,"2024-01-02 13:30:01",393,1224,393,"NORTH ADMIRAL"
2024000001413,1,2,SOUTH,-122.30028152,47.57875659,"2024-01-02 13:38:56",784,1061,784,"NORTH BEACON HILL"
2024000001415,2,1,SOUTH,-122.26998629,47.52852285,"2024-01-02 13:40:52",30,NULL,30,BRIGHTON/DUNLAP
2024000001424,2,1,EAST,-122.31779599,47.62369095,"2024-01-02 13:47:12",118,431,118,"CAPITOL HILL"
2024000001425,3,2,SOUTHWEST,-122.3591181,47.52559353,"2024-01-02 13:51:10",78,748,78,"HIGHLAND PARK"
2024000001430,1,3,WEST,-122.33612873,47.61044598,"2024-01-02 13:55:10",10176,10176,10176,"DOWNTOWN COMMERCIAL"
2024000001431,1,2,EAST,-122.30168533,47.59928482,"2024-01-02 13:55:26",14325,NULL,14325,MADRONA/LESCHI
2024000001434,1,2,NORTH,-122.36198398,47.69063292,"2024-01-02 14:04:08",19,192,19,GREENWOOD
2024000001436,1,5,WEST,-122.37025108,47.62901657,"2024-01-02 14:07:06",20830,NULL,20830,"QUEEN ANNE"
2024000001437,1,1,WEST,-122.34092204,47.60981423,"2024-01-02 14:08:08",93,297,93,"DOWNTOWN COMMERCIAL"
2024000001438,1,3,NORTH,-122.35666091,47.6924261,"2024-01-02 14:08:25",8996,8996,8996,GREENWOOD
2024000001439,1,3,EAST,-122.31198168,47.62326035,"2024-01-02 14:08:43",1704,1945,1704,"MILLER PARK"
2024000001441,1,2,WEST,-122.33425488,47.61851729,"2024-01-02 14:10:02",629,629,629,SLU/CASCADE
2024000001442,2,1,WEST,-122.34478333,47.61293883,"2024-01-02 14:11:16",78,508,78,BELLTOWN
2024000001447,1,3,WEST,-122.34710499,47.61724328,"2024-01-02 14:19:37",136,136,136,SLU/CASCADE
2024000001449,1,1,WEST,-122.32505377,47.5996104,"2024-01-02 14:21:41",49,581,49,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001455,1,3,WEST,-122.32571789,47.59667531,"2024-01-02 14:28:19",1955,1955,1955,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001457,1,3,SOUTH,-122.28012202,47.52996759,"2024-01-02 14:30:59",4124,NULL,4124,BRIGHTON/DUNLAP
2024000001459,4,1,EAST,-122.31285389,47.60000841,"2024-01-02 14:35:34",29,752,29,"JUDKINS PARK/NORTH BEACON HILL"
2024000001460,1,1,WEST,-122.32768065,47.59665538,"2024-01-02 14:36:58",255,381,255,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001461,1,2,SOUTH,-122.3062309,47.58807267,"2024-01-02 14:37:18",4145,4807,4145,"NORTH BEACON HILL"
2024000001466,4,1,NORTH,-122.31264808,47.71850811,"2024-01-02 14:39:26",33,820,33,LAKECITY
2024000001470,5,1,NORTH,-122.34245693,47.65502267,"2024-01-02 14:42:20",57,92,57,FREMONT
2024000001478,2,1,SOUTHWEST,-122.36303176,47.54838389,"2024-01-02 14:49:05",34,315,34,"NORTH DELRIDGE"
2024000001483,1,3,WEST,-122.33140852,47.60276918,"2024-01-02 14:52:23",586,586,586,"DOWNTOWN COMMERCIAL"
2024000001489,1,3,NORTH,-122.37359386,47.66366175,"2024-01-02 15:00:08",11648,11648,11648,"BALLARD SOUTH"
2024000001494,3,1,NORTH,-122.26047588,47.67579419,"2024-01-02 15:06:19",67,995,67,SANDPOINT
2024000001499,1,2,SOUTH,-122.29612819,47.57476788,"2024-01-02 15:14:27",1808,1994,1808,"CLAREMONT/RAINIER VISTA"
2024000001505,2,7,NORTH,-122.34493682,47.71957221,"2024-01-02 15:20:59",3096,3096,3096,NORTHGATE
2024000001511,1,1,WEST,-122.3382473,47.6102463,"2024-01-02 15:26:06",67,NULL,67,"DOWNTOWN COMMERCIAL"
2024000001512,1,2,SOUTH,-122.26491263,47.5267343,"2024-01-02 15:26:54",3956,3972,3956,"RAINIER BEACH"
2024000001514,1,3,NORTH,-122.35554467,47.72232558,"2024-01-02 15:31:10",19431,19545,19431,BITTERLAKE
2024000001515,1,3,EAST,-122.31758114,47.61993195,"2024-01-02 15:32:47",22435,23812,22435,"CAPITOL HILL"
2024000001516,2,2,EAST,-122.32128502,47.61094966,"2024-01-02 15:32:58",498,932,498,"CAPITOL HILL"
2024000001519,2,3,SOUTHWEST,-122.3739385,47.52737812,"2024-01-02 15:36:45",15246,15532,15246,"ROXHILL/WESTWOOD/ARBOR HEIGHTS"
2024000001521,3,2,NORTH,-122.32191838,47.70858578,"2024-01-02 15:38:22",4475,4858,4475,NORTHGATE
2024000001524,3,2,WEST,-122.33732042,47.61132124,"2024-01-02 15:40:55",105,105,105,"DOWNTOWN COMMERCIAL"
2024000001525,1,2,EAST,-122.30141715,47.61294603,"2024-01-02 15:41:42",1023,1740,1023,"CENTRAL AREA/SQUIRE PARK"
2024000001528,1,3,NORTH,-122.33809037,47.7123018,"2024-01-02 15:43:32",17299,17344,17299,NORTHGATE
2024000001530,1,2,EAST,-122.30168533,47.59928482,"2024-01-02 15:52:18",6452,6452,6452,MADRONA/LESCHI
2024000001534,1,3,NORTH,-122.35059565,47.65095794,"2024-01-02 15:55:30",2825,2854,2825,FREMONT
2024000001535,2,1,NORTH,-122.33955922,47.71957124,"2024-01-02 15:57:31",40,432,40,NORTHGATE
2024000001541,1,2,SOUTHWEST,-122.36278798,47.56914138,"2024-01-02 16:03:36",826,1414,826,"NORTH DELRIDGE"
2024000001543,2,1,WEST,-122.33196399,47.60253739,"2024-01-02 16:09:26",97,NULL,97,"DOWNTOWN COMMERCIAL"
2024000001545,1,2,SOUTH,-122.27399236,47.5382976,"2024-01-02 16:11:13",8582,NULL,8582,BRIGHTON/DUNLAP
2024000001546,3,2,NORTH,-122.31139762,47.73393647,"2024-01-02 16:12:43",401,966,401,LAKECITY
2024000001547,3,2,NORTH,-122.34596605,47.69871766,"2024-01-02 16:13:57",2157,2841,2157,GREENWOOD
2024000001548,2,2,EAST,-122.32400804,47.61907482,"2024-01-02 16:14:04",24,563,24,"CAPITOL HILL"
2024000001549,1,3,NORTH,-122.37489356,47.67454614,"2024-01-02 16:14:38",6069,6069,6069,"BALLARD SOUTH"
2024000001556,2,1,SOUTHWEST,-122.38545286,47.56468327,"2024-01-02 16:25:06",88,1089,88,"ALASKA JUNCTION"
2024000001561,1,1,SOUTHWEST,-122.37637722,47.54786831,"2024-01-02 16:30:08",161,752,161,"HIGH POINT"
2024000001563,1,1,SOUTHWEST,-122.37181828,47.56923485,"2024-01-02 16:31:36",46,272,46,"NORTH DELRIDGE"
2024000001565,1,3,SOUTH,-122.29549856,47.57587408,"2024-01-02 16:33:00",7564,7587,7564,"MOUNT BAKER"
2024000001566,5,1,SOUTH,-122.2644964,47.52240866,"2024-01-02 16:33:19",84,490,84,"RAINIER BEACH"
2024000001567,4,1,SOUTHWEST,-122.36088634,47.5602656,"2024-01-02 16:34:46",29,470,29,"PIGEON POINT"
2024000001568,1,2,NORTH,-122.31195156,47.66398823,"2024-01-02 16:35:40",440,1437,440,UNIVERSITY
2024000001571,1,3,NORTH,-122.37408799,47.67867237,"2024-01-02 16:39:26",18571,18571,18571,"BALLARD NORTH"
2024000001572,3,1,WEST,-122.35624361,47.63838256,"2024-01-02 16:40:18",24,45,24,"QUEEN ANNE"
2024000001573,2,3,WEST,-122.35724697,47.63130615,"2024-01-02 16:40:35",1213,1932,1213,"QUEEN ANNE"
2024000001579,5,3,EAST,-122.31678167,47.60310003,"2024-01-02 16:52:55",49,766,49,"FIRST HILL"
2024000001584,1,3,NORTH,-122.34598714,47.70052858,"2024-01-02 16:56:42",23662,24664,23662,GREENWOOD
2024000001585,2,2,SOUTH,-122.33421661,47.55150432,"2024-01-02 16:58:22",2366,2885,2366,GEORGETOWN
2024000001587,1,3,SOUTHWEST,-122.365512,47.55929082,"2024-01-02 17:03:14",16307,16971,16307,"NORTH DELRIDGE"
2024000001589,1,3,WEST,-122.35100872,47.61486107,"2024-01-02 17:05:09",10375,11084,10375,BELLTOWN
2024000001590,3,1,SOUTH,-122.27651507,47.52378124,"2024-01-02 17:07:46",112,908,112,"RAINIER BEACH"
2024000001591,1,1,NORTH,-122.29212211,47.66034136,"2024-01-02 17:08:27",114,1338,114,UNIVERSITY
2024000001594,1,1,WEST,-122.3415426,47.61278241,"2024-01-02 17:12:38",49,309,49,BELLTOWN
2024000001595,3,1,SOUTH,-122.27649836,47.53430569,"2024-01-02 17:16:36",180,603,180,BRIGHTON/DUNLAP
2024000001596,1,2,WEST,-122.34755359,47.62672038,"2024-01-02 17:16:46",606,1368,606,"QUEEN ANNE"
2024000001598,3,1,EAST,-122.32451445,47.60170901,"2024-01-02 17:16:56",8,651,8,"FIRST HILL"
2024000001599,2,1,NORTH,-122.32080829,47.71765498,"2024-01-02 17:20:20",34,354,34,NORTHGATE
2024000001602,1,2,NORTH,-122.3174511,47.66219941,"2024-01-02 17:21:37",1524,3838,1524,UNIVERSITY
2024000001604,1,2,WEST,-122.33648397,47.61167201,"2024-01-02 17:22:16",977,1282,977,"DOWNTOWN COMMERCIAL"
2024000001605,2,1,EAST,-122.31015124,47.61558986,"2024-01-02 17:24:03",35,NULL,35,"CENTRAL AREA/SQUIRE PARK"
2024000001610,2,2,WEST,-122.33238831,47.60384051,"2024-01-02 17:36:17",2431,NULL,2431,"DOWNTOWN COMMERCIAL"
2024000001611,1,2,SOUTHWEST,-122.3551649,47.51736039,"2024-01-02 17:36:45",825,910,825,"SOUTH DELRIDGE"
2024000001614,2,3,SOUTHWEST,-122.38372955,47.53680817,"2024-01-02 17:39:04",1428,2101,1428,MORGAN
2024000001615,1,2,WEST,-122.3547512,47.62457688,"2024-01-02 17:39:35",440,440,440,"QUEEN ANNE"
2024000001616,1,3,EAST,-122.29886186,47.60850659,"2024-01-02 17:41:46",27533,27541,27533,"CENTRAL AREA/SQUIRE PARK"
2024000001621,1,2,SOUTHWEST,-122.34608998,47.52280511,"2024-01-02 17:47:28",7324,8078,7324,"HIGHLAND PARK"
2024000001623,1,2,NORTH,-122.36968382,47.6629329,"2024-01-02 17:49:43",920,1237,920,"BALLARD SOUTH"
2024000001624,1,2,WEST,-122.32571125,47.59835286,"2024-01-02 17:52:36",6968,7993,6968,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001625,1,2,NORTH,-122.35905271,47.65486141,"2024-01-02 17:52:44",7109,8148,7109,FREMONT
2024000001626,1,2,NORTH,-122.2922808,47.72920111,"2024-01-02 17:55:10",9286,10754,9286,LAKECITY
2024000001627,3,2,SOUTH,-122.26803009,47.51985178,"2024-01-02 17:55:29",332,7406,332,"RAINIER BEACH"
2024000001628,4,1,WEST,-122.37615413,47.63965592,"2024-01-02 17:55:31",660,1293,660,"QUEEN ANNE"
2024000001630,2,1,WEST,-122.33284583,47.6026625,"2024-01-02 17:57:11",97,151,97,"DOWNTOWN COMMERCIAL"
2024000001631,3,2,EAST,-122.30234336,47.62928037,"2024-01-02 17:58:29",70,706,70,"MILLER PARK"
2024000001633,1,3,SOUTHWEST,-122.34218139,47.54035298,"2024-01-02 18:00:14",11734,NULL,11734,"HIGHLAND PARK"
2024000001634,4,1,WEST,-122.36062399,47.6251978,"2024-01-02 18:00:24",338,1572,338,"QUEEN ANNE"
2024000001637,7,1,SOUTH,-122.28137461,47.53216023,"2024-01-02 18:02:46",110,332,110,"NEW HOLLY"
2024000001638,1,3,NORTH,-122.35361194,47.67458341,"2024-01-02 18:05:38",14982,15688,14982,"PHINNEY RIDGE"
2024000001643,18,1,NORTH,-122.29951198,47.71204425,"2024-01-02 18:07:42",167,542,167,LAKECITY
2024000001647,1,2,NORTH,-122.39693869,47.68926961,"2024-01-02 18:12:02",7547,8145,7547,"BALLARD NORTH"
2024000001649,2,3,WEST,-122.40091313,47.65044646,"2024-01-02 18:18:44",3211,3211,3211,MAGNOLIA
2024000001652,1,2,WEST,-122.32033197,47.59918733,"2024-01-02 18:22:30",261,544,261,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001656,1,4,SOUTHWEST,-122.34546382,47.5231392,"2024-01-02 18:25:50",10750,11022,10750,"HIGHLAND PARK"
2024000001660,1,2,NORTH,-122.31736325,47.6745681,"2024-01-02 18:35:31",36,759,36,ROOSEVELT/RAVENNA
2024000001661,1,2,EAST,-122.30738378,47.61850553,"2024-01-02 18:35:37",1024,1064,1024,"CENTRAL AREA/SQUIRE PARK"
2024000001662,2,2,EAST,-122.32213568,47.61108733,"2024-01-02 18:38:20",7665,7932,7665,"CAPITOL HILL"
2024000001665,1,2,NORTH,-122.36272978,47.70139123,"2024-01-02 18:44:18",40,656,40,GREENWOOD
2024000001668,2,2,NORTH,-122.3448961,47.71717447,"2024-01-02 18:47:12",2098,6443,2098,NORTHGATE
2024000001671,1,2,EAST,-122.29717311,47.60799831,"2024-01-02 18:49:52",1039,1039,1039,"CENTRAL AREA/SQUIRE PARK"
2024000001672,1,2,NORTH,-122.32461516,47.7086028,"2024-01-02 18:51:04",10129,10375,10129,NORTHGATE
2024000001674,1,1,NORTH,-122.35003951,47.66139443,"2024-01-02 18:54:29",163,470,163,FREMONT
2024000001677,1,2,SOUTHWEST,-122.38692416,47.55607872,"2024-01-02 18:59:47",5121,5436,5121,"ALASKA JUNCTION"
2024000001678,1,3,SOUTHWEST,-122.35918943,47.51644649,"2024-01-02 19:00:12",12940,13146,12940,"SOUTH DELRIDGE"
2024000001679,1,1,NORTH,-122.33318379,47.69047588,"2024-01-02 19:00:59",313,686,313,NORTHGATE
2024000001680,1,2,SOUTHWEST,-122.38513712,47.58208971,"2024-01-02 19:03:25",3984,4546,3984,"NORTH ADMIRAL"
2024000001681,1,2,SOUTHWEST,-122.37419574,47.5640756,"2024-01-02 19:05:25",3797,4339,3797,"ALASKA JUNCTION"
2024000001684,1,3,WEST,-122.31843072,47.59918657,"2024-01-02 19:11:47",3903,3903,3903,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001685,2,1,NORTH,-122.26364694,47.68074482,"2024-01-02 19:14:01",1755,2741,1755,SANDPOINT
2024000001690,2,3,EAST,-122.32572917,47.60662564,"2024-01-02 19:27:44",5534,NULL,5534,"FIRST HILL"
2024000001693,1,3,NORTH,-122.34777183,47.73167697,"2024-01-02 19:33:21",3011,3096,3011,BITTERLAKE
2024000001700,1,3,SOUTH,-122.32140118,47.57623249,"2024-01-02 19:48:43",186,NULL,186,SODO
2024000001701,1,3,WEST,-122.33593685,47.6007371,"2024-01-02 19:50:32",174,NULL,174,"PIONEER SQUARE"
2024000001702,3,2,EAST,-122.32967396,47.60842795,"2024-01-02 19:54:14",208,594,208,"FIRST HILL"
2024000001704,1,1,NORTH,-122.3273114,47.70928167,"2024-01-02 20:04:53",23,441,23,NORTHGATE
2024000001707,7,1,WEST,-122.33134254,47.60773005,"2024-01-02 20:08:44",35,89,35,"DOWNTOWN COMMERCIAL"
2024000001708,1,1,SOUTHWEST,-122.36318539,47.53369768,"2024-01-02 20:09:49",39,220,39,"ROXHILL/WESTWOOD/ARBOR HEIGHTS"
2024000001710,1,2,NORTH,-122.34456066,47.6938234,"2024-01-02 20:15:30",1485,1570,1485,NORTHGATE
2024000001712,1,2,NORTH,-122.29284098,47.72379509,"2024-01-02 20:19:24",3543,3554,3543,LAKECITY
2024000001714,1,2,NORTH,-122.34499683,47.72503555,"2024-01-02 20:23:00",2232,2232,2232,BITTERLAKE
2024000001718,2,2,EAST,-122.310218,47.59587367,"2024-01-02 20:30:56",561,828,561,"JUDKINS PARK/NORTH BEACON HILL"
2024000001719,3,2,EAST,-122.33002503,47.61300141,"2024-01-02 20:32:31",190,296,190,"FIRST HILL"
2024000001720,3,1,WEST,-122.33244672,47.61061415,"2024-01-02 20:34:31",61,527,61,"DOWNTOWN COMMERCIAL"
2024000001721,2,2,EAST,-122.32086369,47.61932364,"2024-01-02 20:35:39",4150,4320,4150,"CAPITOL HILL"
2024000001722,2,1,SOUTH,-122.26099995,47.52561712,"2024-01-02 20:39:15",34,464,34,"RAINIER BEACH"
2024000001723,1,3,NORTH,-122.36069501,47.67599645,"2024-01-02 20:39:19",11908,17521,11908,"BALLARD SOUTH"
2024000001727,2,1,NORTH,-122.36597233,47.66024832,"2024-01-02 20:50:08",15,219,15,FREMONT
2024000001728,1,1,NORTH,-122.31422406,47.66400406,"2024-01-02 20:51:25",103,628,103,UNIVERSITY
2024000001729,2,1,NORTH,-122.33418776,47.72432579,"2024-01-02 21:01:16",145,396,145,NORTHGATE
2024000001731,2,2,WEST,-122.3410815,47.6202993,"2024-01-02 21:02:51",2425,2564,2425,SLU/CASCADE
2024000001735,2,1,WEST,-122.33592855,47.61190423,"2024-01-02 21:09:55",10,189,10,"DOWNTOWN COMMERCIAL"
2024000001737,2,1,SOUTH,-122.25922491,47.54613955,"2024-01-02 21:10:14",42,845,42,"LAKEWOOD/SEWARD PARK"
2024000001739,1,2,EAST,-122.30223583,47.6010021,"2024-01-02 21:11:26",2505,2797,2505,"JUDKINS PARK/NORTH BEACON HILL"
2024000001741,1,2,NORTH,-122.35034329,47.7218594,"2024-01-02 21:15:03",3256,3650,3256,BITTERLAKE
2024000001746,1,3,WEST,-122.3632168,47.62715796,"2024-01-02 21:24:00",1437,1957,1437,"QUEEN ANNE"
2024000001747,3,1,WEST,-122.32571457,47.59751407,"2024-01-02 21:26:59",17,68,17,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001748,1,3,NORTH,-122.31374637,47.65980204,"2024-01-02 21:31:24",1148,1156,1148,UNIVERSITY
2024000001755,2,2,EAST,-122.29495025,47.59126327,"2024-01-02 21:46:42",9991,10692,9991,MADRONA/LESCHI
2024000001760,1,1,SOUTH,-122.28472558,47.53795765,"2024-01-02 21:51:56",523,523,523,"NEW HOLLY"
2024000001762,1,2,SOUTH,-122.28992196,47.56888116,"2024-01-02 21:53:56",3015,NULL,3015,"MOUNT BAKER"
2024000001767,1,3,NORTH,-122.34775306,47.72683238,"2024-01-02 21:58:38",680,1009,680,BITTERLAKE
2024000001769,1,2,WEST,-122.33435291,47.62576878,"2024-01-02 22:01:34",1966,2092,1966,SLU/CASCADE
2024000001770,4,1,EAST,-122.32643557,47.61245118,"2024-01-02 22:01:53",31,503,31,"FIRST HILL"
2024000001774,1,2,WEST,-122.32244652,47.59876685,"2024-01-02 22:06:52",5901,9699,5901,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001776,1,2,SOUTH,-122.29358695,47.58872351,"2024-01-02 22:07:33",2360,3240,2360,"MOUNT BAKER"
2024000001779,3,1,EAST,-122.32252905,47.61240582,"2024-01-02 22:15:48",26,245,26,"CAPITOL HILL"
2024000001781,1,2,EAST,-122.32078037,47.61407567,"2024-01-02 22:18:51",196,196,196,"CAPITOL HILL"
2024000001784,2,2,SOUTHWEST,-122.38548351,47.56019554,"2024-01-02 22:21:26",2015,12123,2015,"ALASKA JUNCTION"
2024000001786,2,3,NORTH,-122.34493682,47.71957221,"2024-01-02 22:27:25",6721,6721,6721,NORTHGATE
2024000001789,4,2,EAST,-122.32252905,47.61240582,"2024-01-02 22:30:05",100,277,100,"CAPITOL HILL"
2024000001792,1,1,NORTH,-122.32538239,47.70315772,"2024-01-02 22:34:39",59,418,59,NORTHGATE
2024000001804,2,1,SOUTHWEST,-122.38145812,47.56210653,"2024-01-02 23:14:32",73,115,73,"ALASKA JUNCTION"
2024000001809,1,2,EAST,-122.32128609,47.65189858,"2024-01-02 23:23:02",1227,NULL,1227,"MONTLAKE/PORTAGE BAY"
2024000001810,1,3,EAST,-122.32555229,47.61704061,"2024-01-02 23:25:09",2856,2878,2856,"CAPITOL HILL"
2024000001811,1,3,SOUTHWEST,-122.37076651,47.56842538,"2024-01-02 23:27:08",9320,9330,9320,"NORTH DELRIDGE"
2024000001812,4,2,EAST,-122.31454522,47.60168948,"2024-01-02 23:27:36",834,1319,834,"FIRST HILL"
2024000001816,1,1,NORTH,-122.31308796,47.66399626,"2024-01-02 23:40:34",67,563,67,UNIVERSITY
2024000001817,1,1,EAST,-122.3143264,47.62053919,"2024-01-02 23:50:18",44,211,44,"CAPITOL HILL"
2024000001819,1,2,NORTH,-122.31780213,47.65751422,"2024-01-03 00:08:35",1909,1967,1909,UNIVERSITY
2024000001821,1,3,SOUTH,-122.28006028,47.53705079,"2024-01-03 00:12:32",6729,6729,6729,BRIGHTON/DUNLAP
2024000001823,2,1,EAST,-122.321551,47.60541286,"2024-01-03 00:14:01",24,178,24,"FIRST HILL"
2024000001827,1,2,NORTH,-122.32843378,47.69590824,"2024-01-03 00:29:47",1259,1418,1259,NORTHGATE
2024000001828,2,1,WEST,-122.3580123,47.62515283,"2024-01-03 00:32:39",82,564,82,"QUEEN ANNE"
2024000001831,3,3,EAST,-122.31467913,47.62153734,"2024-01-03 00:40:01",864,1080,864,"CAPITOL HILL"
2024000001838,3,1,NORTH,-122.31421009,47.66490848,"2024-01-03 00:52:01",42,200,42,UNIVERSITY
2024000001840,1,1,SOUTHWEST,-122.37673071,47.52196556,"2024-01-03 00:57:19",73,734,73,"ROXHILL/WESTWOOD/ARBOR HEIGHTS"
2024000001845,3,2,WEST,-122.34574118,47.61702321,"2024-01-03 01:01:28",2537,2886,2537,SLU/CASCADE
2024000001846,2,1,EAST,-122.32082648,47.6169873,"2024-01-03 01:01:53",137,287,137,"CAPITOL HILL"
2024000001848,3,1,SOUTH,-122.31601035,47.58221284,"2024-01-03 01:04:25",24,365,24,"NORTH BEACON HILL"
2024000001849,2,2,EAST,-122.31273302,47.61909217,"2024-01-03 01:05:59",398,560,398,"CAPITOL HILL"
2024000001850,3,1,EAST,-122.32835884,47.61369802,"2024-01-03 01:07:19",106,405,106,"FIRST HILL"
2024000001851,1,3,WEST,-122.31308355,47.59791144,"2024-01-03 01:08:01",209,NULL,209,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001853,1,2,EAST,-122.32465213,47.60460902,"2024-01-03 01:10:38",709,1019,709,"FIRST HILL"
2024000001860,1,2,NORTH,-122.34777183,47.73167697,"2024-01-03 01:29:50",189,199,189,BITTERLAKE
2024000001862,7,1,SOUTH,-122.28425398,47.54354875,"2024-01-03 01:32:19",47,209,47,BRIGHTON/DUNLAP
2024000001863,1,1,EAST,-122.32706883,47.60557243,"2024-01-03 01:32:49",44,459,44,"FIRST HILL"
2024000001864,2,1,WEST,-122.33156595,47.60149272,"2024-01-03 01:35:18",39,329,39,"PIONEER SQUARE"
2024000001865,1,3,WEST,-122.31308355,47.59791144,"2024-01-03 01:36:28",74,74,74,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000001869,1,1,SOUTH,-122.31597945,47.58665177,"2024-01-03 01:46:40",144,978,144,"NORTH BEACON HILL"
2024000001871,1,4,NORTH,-122.34777183,47.73167697,"2024-01-03 01:50:30",12566,12577,12566,BITTERLAKE
2024000001879,1,2,EAST,-122.32239865,47.60801798,"2024-01-03 02:29:48",8904,9142,8904,"FIRST HILL"
2024000001882,1,2,NORTH,-122.35604504,47.652599,"2024-01-03 02:35:59",2278,2851,2278,FREMONT
2024000001883,2,1,WEST,-122.34068301,47.61344689,"2024-01-03 02:40:07",63,237,63,SLU/CASCADE
2024000001887,1,2,WEST,-122.35018638,47.6161341,"2024-01-03 02:53:25",374,414,374,BELLTOWN
2024000001890,2,1,SOUTH,-122.28716541,47.52231887,"2024-01-03 02:59:03",66,348,66,"SOUTH BEACON HILL"
2024000001896,3,2,EAST,-122.32011358,47.61408041,"2024-01-03 03:17:32",327,586,327,"CAPITOL HILL"
2024000001897,2,2,EAST,-122.32239865,47.60801798,"2024-01-03 03:18:14",4206,4924,4206,"FIRST HILL"
2024000001899,2,2,SOUTH,-122.32905801,47.5850737,"2024-01-03 03:27:52",1664,1826,1664,SODO
2024000001901,1,3,NORTH,-122.37410402,47.69243644,"2024-01-03 03:34:00",19424,20170,19424,"BALLARD NORTH"
2024000001904,1,3,WEST,-122.33779291,47.60974973,"2024-01-03 03:37:34",6844,6866,6844,"DOWNTOWN COMMERCIAL"
2024000001911,2,2,NORTH,-122.30717909,47.66562739,"2024-01-03 03:56:35",2431,3555,2431,UNIVERSITY
2024000001912,1,2,NORTH,-122.34777183,47.73167697,"2024-01-03 03:58:12",5726,5732,5726,BITTERLAKE
2024000001913,1,2,WEST,-122.33622933,47.60971758,"2024-01-03 04:00:00",2561,3311,2561,"DOWNTOWN COMMERCIAL"
2024000001914,3,1,WEST,-122.34110235,47.61134854,"2024-01-03 04:01:37",40,197,40,BELLTOWN
2024000001915,1,2,SOUTH,-122.27686424,47.54818575,"2024-01-03 04:10:51",2329,4677,2329,"HILLMAN CITY"
2024000001918,1,2,NORTH,-122.37621447,47.66866691,"2024-01-03 04:22:07",4211,5761,4211,"BALLARD SOUTH"
2024000001921,2,2,WEST,-122.32914563,47.62139968,"2024-01-03 04:38:37",107,459,107,SLU/CASCADE
2024000001922,2,2,WEST,-122.33419116,47.59607621,"2024-01-03 04:45:58",453,745,453,"PIONEER SQUARE"
2024000001924,1,3,WEST,-122.3312087,47.617225,"2024-01-03 04:48:20",636,636,636,SLU/CASCADE
2024000001925,1,1,WEST,-122.36062399,47.6251978,"2024-01-03 04:51:23",79,NULL,79,"QUEEN ANNE"
2024000001927,1,3,WEST,-122.32710452,47.64261125,"2024-01-03 04:53:58",7287,7408,7287,"EASTLAKE - WEST"
2024000001929,1,4,SOUTH,-122.29694729,47.57103327,"2024-01-03 04:59:27",1645,1645,1645,"CLAREMONT/RAINIER VISTA"
2024000001934,1,3,WEST,-122.37818565,47.64846568,"2024-01-03 05:19:57",11891,NULL,11891,MAGNOLIA
2024000001941,3,2,EAST,-122.32879718,47.60830131,"2024-01-03 05:36:39",108,410,108,"FIRST HILL"
2024000001943,1,2,NORTH,-122.29535181,47.66851877,"2024-01-03 05:38:47",9978,11027,9978,ROOSEVELT/RAVENNA
2024000001946,2,1,EAST,-122.31015689,47.61469027,"2024-01-03 05:44:03",68,NULL,68,"CENTRAL AREA/SQUIRE PARK"
2024000001954,1,2,SOUTH,-122.27936992,47.53613346,"2024-01-03 06:06:02",25730,NULL,25730,BRIGHTON/DUNLAP
2024000001959,1,2,NORTH,-122.26354468,47.67572243,"2024-01-03 06:31:27",9961,9968,9961,SANDPOINT
2024000001960,1,3,WEST,-122.4022913,47.64953992,"2024-01-03 06:31:33",5610,NULL,5610,MAGNOLIA
2024000001963,2,1,EAST,-122.30631128,47.60910003,"2024-01-03 06:36:11",59,278,59,"CENTRAL AREA/SQUIRE PARK"
2024000001971,2,3,WEST,-122.33027569,47.61495363,"2024-01-03 06:55:05",20689,24592,20689,"DOWNTOWN COMMERCIAL"
2024000001974,3,1,NORTH,-122.30834073,47.66396269,"2024-01-03 07:04:41",20,868,20,UNIVERSITY
